Student,Region,Campus,Program,Starting/Readmitted Cohort,Graduating Cohort,Testing Cohort,Attempt Number,Result
5431,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023SUQ,2024SPQ,2024SUQ,1,1
5432,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SUQ,2024FAQ,1,0
5432,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SUQ,2024FAQ,2,0
5432,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SUQ,2025SPQ,3,0
5432,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SUQ,2025SUQ,4,0
5433,Greater Boston Region,WOR,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
5434,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SUQ,2024FAQ,1,0
5434,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SUQ,2025SUQ,2,1
5435,Hudson Valley Region,ALB,BSN.PRE.BSN,2022FAQ,2025SUQ,2025FAQ,1,1
5436,Greater Boston Region,WOR,ADN.BRDG.AAS,2024FAQ,2025FAQ,2025WIQ,1,1
5437,Greater Boston Region,LOW,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
5438,Lehigh Valley Region,REA,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,1
5439,Lehigh Valley Region,REA,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
5440,Connecticut Valley Region,NHV,ADN.2YR.AS,2022WIQ,2024WIQ,2025SPQ,1,1
5441,Greater Boston Region,LOW,ADN.BRDG.AAS,2023WIQ,2024WIQ,2025SPQ,1,1
5442,Hudson Valley Region,ALB,ADN.2YR.AS,2022SUQ,2024SUQ,2024FAQ,1,1
5443,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
5444,Greater Boston Region,WOR,ADN.BRDG.AAS,2022FAQ,2024SPQ,2024SUQ,1,1
5445,Greater Boston Region,WOR,BSN.PRE.BSN,2022WIQ,2025SUQ,2025FAQ,1,1
5446,Hudson Valley Region,KIN,ADN.2YR.AAS,2023SPQ,2025FAQ,2025FAQ,1,1
5447,Lehigh Valley Region,ALL,ADN.BRDG.AS,2024SUQ,2024FAQ,2024WIQ,1,1
5448,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,0
5448,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,2,1
5449,Lehigh Valley Region,BTH,ADN.2YR.AS,2022FAQ,2024SUQ,2024FAQ,1,1
5450,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SUQ,2023WIQ,2024SPQ,1,1
5451,Greater Boston Region,WOR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
5452,Hudson Valley Region,KIN,BSN.PRE.BSN,2024FAQ,2025SPQ,2025SUQ,1,0
5453,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SPQ,2024SUQ,1,1
5454,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024FAQ,2024WIQ,1,1
5455,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2025SUQ,2025FAQ,1,1
5456,Greater Boston Region,WOR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,0
5456,Greater Boston Region,WOR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,2,1
5457,Connecticut Valley Region,WTB,ADN.BRDG.NE.AS,2023WIQ,2025WIQ,2025WIQ,1,0
5457,Connecticut Valley Region,WTB,ADN.BRDG.NE.AS,2023WIQ,2025WIQ,2025WIQ,2,0
5458,Hudson Valley Region,POU,ADN.2YR.AS,2022FAQ,2024FAQ,2024WIQ,1,1
5459,Connecticut Valley Region,WTB,ADN.2YR.AS,2023SUQ,2025SUQ,2025FAQ,1,1
5460,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024SUQ,2024FAQ,1,1
5461,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023SPQ,2024SUQ,2024FAQ,1,1
5462,Greater Boston Region,BOS,BSN.PRE.BSN,2024SUQ,2025FAQ,2025WIQ,1,1
5463,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
5464,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023WIQ,2024WIQ,2025SPQ,1,1
5465,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024WIQ,2025SPQ,1,1
5466,Hudson Valley Region,ALB,BSN.PRE.BSN,2022WIQ,2025SUQ,2025FAQ,1,1
5467,Lehigh Valley Region,SCR,ADN.BRDG.AS,2024SPQ,2025SPQ,2025SUQ,1,1
5468,Greater Boston Region,WOR,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
5469,Hudson Valley Region,ALB,BSN.PRE.BSN,2025SUQ,2025SUQ,2025FAQ,1,1
5470,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024SUQ,2024FAQ,1,1
5471,Lehigh Valley Region,REA,ADN.BRDG.AS,2023FAQ,2025SPQ,2025SPQ,1,1
5472,Greater Boston Region,BOS,BSN.PRE.BSN,2021SUQ,2023WIQ,2024SPQ,1,1
5473,Greater Boston Region,WOR,ADN.BRDG.AAS,2024SUQ,2024FAQ,2024WIQ,1,1
5474,Lehigh Valley Region,BTH,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
5475,Hudson Valley Region,SCH,ADN.2YR.AS,2023SPQ,2025SUQ,2025FAQ,1,1
5476,Greater Boston Region,SPR,ADN.BRDG.AAS,2024FAQ,2025FAQ,2025WIQ,1,0
5477,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025FAQ,2025WIQ,1,1
5478,Lehigh Valley Region,ALL,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
5479,Hudson Valley Region,ALB,BSN.PRE.BSN,2022WIQ,2024SUQ,2024FAQ,1,1
5480,Lehigh Valley Region,REA,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,1
5481,Hudson Valley Region,SCH,ADN.BRDG.AS,2023FAQ,2025SPQ,2025SUQ,1,1
5482,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
5483,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,1
5484,Lehigh Valley Region,ALL,BSN.PRE.BSN,2022SPQ,2024SUQ,2024FAQ,1,1
5485,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024FAQ,2024WIQ,1,1
5486,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,1,1
5487,Hudson Valley Region,ALB,ADN.2YR.AS,2023FAQ,2025SPQ,2025FAQ,1,0
5488,Lehigh Valley Region,ALL,ADN.2YR.AS,2024SPQ,2025FAQ,2025WIQ,1,1
5489,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025SUQ,1,1
5490,Hudson Valley Region,SCH,ADN.2YR.AS,2022WIQ,2025SUQ,2025FAQ,1,1
5491,Hudson Valley Region,ALB,ADN.BRDG.AS,2023FAQ,2025SPQ,2025SUQ,1,1
5492,Hudson Valley Region,KIN,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,0
5492,Hudson Valley Region,KIN,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,2,0
5492,Hudson Valley Region,KIN,BSN.PRE.BSN,2023SPQ,2025SUQ,2025WIQ,3,0
5493,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SUQ,2024SUQ,2024FAQ,1,0
5494,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
5495,Hudson Valley Region,ALB,BSN.PRE.BSN,2021WIQ,2024SUQ,2024FAQ,1,1
5496,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
5497,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2024FAQ,2025FAQ,2025WIQ,1,1
5498,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024WIQ,2025SPQ,1,1
5499,Greater Boston Region,WOR,ADN.BRDG.AAS,2023SUQ,2024FAQ,2024WIQ,1,1
5500,Hudson Valley Region,KIN,ADN.2YR.AAS,2022SPQ,2024SPQ,2024SUQ,1,1
5501,Greater Boston Region,SPR,ADN.BRDG.AAS,2024FAQ,2025FAQ,2025WIQ,1,1
5502,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024WIQ,2025SPQ,1,1
5503,Hudson Valley Region,ALB,ADN.BRDG.AS,2023WIQ,2024SPQ,2024SUQ,1,1
5504,Hudson Valley Region,ALB,ADN.2YR.AS,2020WIQ,2022FAQ,2024WIQ,2,0
5505,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024SUQ,2024FAQ,1,0
5505,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024SUQ,2024FAQ,2,1
5506,Hudson Valley Region,POU,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
5507,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023SUQ,2025SUQ,2025FAQ,1,1
5508,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,1
5509,Lehigh Valley Region,ALL,ADN.2YR.AS,2023SPQ,2024SUQ,2024FAQ,1,0
5509,Lehigh Valley Region,ALL,ADN.2YR.AS,2023SPQ,2024SUQ,2024WIQ,2,0
5509,Lehigh Valley Region,ALL,ADN.2YR.AS,2023SPQ,2024SUQ,2025SPQ,3,1
5510,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023SPQ,2024WIQ,2025SPQ,1,1
5511,Hudson Valley Region,KIN,ADN.2YR.AAS,2022WIQ,2025SUQ,2025FAQ,1,1
5512,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025SPQ,2025SUQ,1,1
5513,Hudson Valley Region,ALB,ADN.2YR.AS,2024SPQ,2024WIQ,2025SPQ,1,1
5514,Hudson Valley Region,POU,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
5515,Greater Boston Region,BOS,BSN.PRE.BSN,2023SUQ,2025FAQ,2025WIQ,1,1
5516,Hudson Valley Region,ALB,BSN.PRE.BSN,2022SPQ,2024FAQ,2024WIQ,1,1
5517,Greater Boston Region,WOR,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
5518,Hudson Valley Region,ALB,BSN.PRE.BSN,2023WIQ,2024FAQ,2024WIQ,1,1
5519,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SUQ,2025FAQ,2025WIQ,1,1
5520,Hudson Valley Region,POU,ADN.2YR.AS,2023FAQ,2025FAQ,2025WIQ,1,0
5521,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024SUQ,2024FAQ,1,1
5522,Lehigh Valley Region,REA,ADN.2YR.AS,2022FAQ,2024FAQ,2024FAQ,1,1
5523,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024FAQ,2024WIQ,1,1
5524,Lehigh Valley Region,REA,ADN.BRDG.AS,2023SPQ,2024FAQ,2024WIQ,1,1
5525,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2024FAQ,2024WIQ,1,0
5525,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2024FAQ,2025SPQ,2,1
5526,Greater Boston Region,WOR,BSN.PRE.BSN,2023WIQ,2023WIQ,2024SPQ,1,1
5527,Hudson Valley Region,ALB,BSN.PRE.BSN,2021FAQ,2024SPQ,2024SUQ,1,1
5528,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2024FAQ,2024WIQ,1,1
5529,Greater Boston Region,LOW,BSN.PRE.BSN,2023FAQ,2025FAQ,2025WIQ,1,1
5530,Hudson Valley Region,SCH,ADN.2YR.AS,2022FAQ,2024SUQ,2024FAQ,1,1
5531,Lehigh Valley Region,REA,ADN.BRDG.AS,2023FAQ,2025SUQ,2025FAQ,1,0
5531,Lehigh Valley Region,REA,ADN.BRDG.AS,2023FAQ,2025SUQ,2025WIQ,2,1
5532,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022FAQ,2024SUQ,2024FAQ,1,1
5533,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2024WIQ,2025SPQ,1,1
5534,Greater Boston Region,WOR,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
5535,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024FAQ,2024WIQ,1,1
5536,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2024SPQ,2025FAQ,2025WIQ,1,1
5537,Hudson Valley Region,ALB,BSN.PRE.BSN,2022SUQ,2025SPQ,2025SUQ,1,1
5538,Lehigh Valley Region,REA,ADN.BRDG.AS,2024SUQ,2025FAQ,2025WIQ,1,1
5539,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024SPQ,2024SUQ,1,1
5540,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
5541,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2024WIQ,2025SPQ,1,1
5542,Hudson Valley Region,KIN,ADN.2YR.AAS,2023FAQ,2025FAQ,2025WIQ,1,0
5543,Lehigh Valley Region,SCR,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
5544,Lehigh Valley Region,ALL,ADN.2YR.AS,2024WIQ,2025FAQ,2025WIQ,1,0
5545,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2024SPQ,2024SUQ,1,1
5546,Connecticut Valley Region,BRI,ADN.BRDG.AS,2024WIQ,2025SPQ,2025SUQ,1,1
5547,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2024SPQ,2024SUQ,1,1
5548,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2024WIQ,2025SPQ,1,1
5549,Hudson Valley Region,SCH,ADN.BRDG.AS,2024SPQ,2025FAQ,2025WIQ,1,1
5550,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2025SUQ,2025FAQ,1,1
5551,Hudson Valley Region,SCH,ADN.BRDG.AS,2024FAQ,2025WIQ,2025WIQ,1,1
5552,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024FAQ,2024WIQ,1,1
5553,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2023WIQ,2024SPQ,1,1
5554,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023SUQ,2024FAQ,2024WIQ,1,1
5555,Greater Boston Region,WOR,BSN.PRE.BSN,2022SPQ,2024SUQ,2024FAQ,1,1
5556,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
5557,Connecticut Valley Region,WTB,ADN.2YR.AS,2023SUQ,2024WIQ,2025SPQ,1,0
5557,Connecticut Valley Region,WTB,ADN.2YR.AS,2023SUQ,2024WIQ,2025SUQ,2,1
5558,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2024SPQ,2024SUQ,1,1
5559,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024SUQ,2024FAQ,1,1
5560,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024SUQ,2024FAQ,1,1
5561,Lehigh Valley Region,REA,ADN.BRDG.AS,2023WIQ,2025SPQ,2025SUQ,1,1
5562,Lehigh Valley Region,ALL,ADN.2YR.AS,2022WIQ,2025SPQ,2025SUQ,1,1
5563,Hudson Valley Region,KIN,ADN.2YR.AAS,2023WIQ,2025WIQ,2025WIQ,1,1
5564,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025SUQ,1,1
5565,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024SPQ,2024SUQ,1,1
5566,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023SUQ,2024FAQ,2024WIQ,1,1
5567,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2025SPQ,2025SPQ,1,1
5568,Hudson Valley Region,KIN,ADN.2YR.AAS,2023SPQ,2025SPQ,2025SPQ,1,1
5569,Lehigh Valley Region,BTH,ADN.BRDG.AS,2022WIQ,2023WIQ,2024SPQ,1,1
5570,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2025SUQ,2025FAQ,1,0
5570,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2025SUQ,2025WIQ,2,1
5571,Lehigh Valley Region,ALL,BSN.PRE.BSN,2024SUQ,2025SPQ,2025SUQ,1,1
5572,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025SPQ,1,1
5573,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023FAQ,2025SPQ,2025SUQ,1,0
5573,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023FAQ,2025SPQ,2025SUQ,2,1
5574,Hudson Valley Region,SCH,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
5575,Lehigh Valley Region,SCR,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
5576,Hudson Valley Region,ALB,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
5577,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025FAQ,2025WIQ,1,1
5578,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022FAQ,2024SUQ,2024FAQ,1,1
5579,Hudson Valley Region,ALB,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
5580,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,1
5581,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2022FAQ,2023WIQ,2024SUQ,1,1
5582,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2024SPQ,2024SUQ,1,1
5582,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2024SPQ,2024FAQ,2,0
5582,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2024SPQ,2024WIQ,3,1
5583,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,0
5583,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025WIQ,2,1
5584,Hudson Valley Region,POU,ADN.2YR.AS,2021FAQ,2023WIQ,2024SPQ,1,1
5585,Greater Boston Region,WOR,ADN.BRDG.AAS,2024SPQ,2024FAQ,2024WIQ,1,0
5585,Greater Boston Region,WOR,ADN.BRDG.AAS,2024SPQ,2024FAQ,2025SPQ,2,0
5585,Greater Boston Region,WOR,ADN.BRDG.AAS,2024SPQ,2024FAQ,2025FAQ,3,1
5586,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
5587,Lehigh Valley Region,ALL,ADN.BRDG.AS,2024FAQ,2025FAQ,2025WIQ,1,0
5588,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
5589,Northern New England Region,POR,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,0
5589,Northern New England Region,POR,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,2,1
5590,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025SUQ,2025FAQ,1,1
5591,Lehigh Valley Region,ALL,ADN.2YR.AS,2023SUQ,2025FAQ,2025WIQ,1,0
5592,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024FAQ,2024WIQ,1,0
5592,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024FAQ,2025SUQ,2,1
5593,Hudson Valley Region,SCH,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
5594,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2024FAQ,2024WIQ,1,1
5595,Greater Boston Region,BOS,BSN.PRE.BSN,2023SUQ,2025FAQ,2025WIQ,1,0
5595,Greater Boston Region,BOS,BSN.PRE.BSN,2023SUQ,2025FAQ,2025WIQ,2,1
5596,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2025FAQ,2025WIQ,1,0
5597,Hudson Valley Region,SCH,ADN.2YR.AS,2023FAQ,2025FAQ,2025WIQ,1,1
5598,Lehigh Valley Region,BTH,ADN.BRDG.AS,2024SPQ,2025FAQ,2025WIQ,1,1
5599,Lehigh Valley Region,REA,ADN.2YR.AS,2024FAQ,2025FAQ,2025WIQ,1,1
5600,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025SUQ,1,1
5601,Hudson Valley Region,ALB,ADN.2YR.AS,2022SUQ,2023WIQ,2024SPQ,1,0
5602,Greater Boston Region,SPR,BSN.PRE.BSN,2023SUQ,2025FAQ,2025WIQ,1,1
5603,Hudson Valley Region,POU,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,1
5604,Hudson Valley Region,SCH,ADN.BRDG.AS,2023FAQ,2025SPQ,2025SUQ,1,1
5605,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,0
5605,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SUQ,2025WIQ,2,0
5606,Hudson Valley Region,ALB,ADN.2YR.AS,2022SPQ,2024FAQ,2024WIQ,1,1
5607,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
5608,Hudson Valley Region,ALB,ADN.2YR.AS,2023FAQ,2024SPQ,2024SUQ,1,1
5609,Greater Boston Region,SPR,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
5610,Hudson Valley Region,SCH,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,1
5611,Lehigh Valley Region,SCR,BSN.PRE.BSN,2021FAQ,2023FAQ,2024SUQ,1,1
5612,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2024FAQ,2024WIQ,1,1
5613,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SPQ,2024SUQ,1,1
5614,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024FAQ,2024WIQ,1,0
5614,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024FAQ,2025FAQ,2,1
5615,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
5616,Lehigh Valley Region,SCR,ADN.2YR.AS,2021WIQ,2023FAQ,2024SPQ,2,1
5617,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024FAQ,2024WIQ,1,1
5618,Lehigh Valley Region,ALL,ADN.2YR.AS,2023FAQ,2024WIQ,2025SPQ,1,1
5619,Connecticut Valley Region,NHV,ADN.2YR.AS,2022FAQ,2024WIQ,2025SPQ,1,1
5620,Hudson Valley Region,KIN,ADN.2YR.AAS,2022WIQ,2024SPQ,2024SUQ,1,1
5621,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,1
5622,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
5623,Hudson Valley Region,ALB,BSN.PRE.BSN,2021SUQ,2024SPQ,2024SUQ,1,1
5624,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024FAQ,2024WIQ,1,1
5625,Lehigh Valley Region,SCR,ADN.BRDG.AS,2024SUQ,2025FAQ,2025WIQ,1,1
5626,Greater Boston Region,WOR,ADN.BRDG.AAS,2024FAQ,2025FAQ,2025WIQ,1,1
5627,Hudson Valley Region,KIN,ADN.2YR.AAS,2023FAQ,2025SUQ,2025FAQ,1,1
5628,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024FAQ,2024WIQ,1,0
5628,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024FAQ,2025SPQ,2,0
5628,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024FAQ,2025FAQ,3,0
5629,Hudson Valley Region,NEW,ADN.BRDG.AS,2024SPQ,2025SPQ,2025SUQ,1,1
5630,Hudson Valley Region,POU,ADN.2YR.AS,2022WIQ,2025WIQ,2025WIQ,1,0
5631,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2024FAQ,2024WIQ,1,1
5632,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
5633,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2024FAQ,2024WIQ,1,0
5634,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
5635,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023SPQ,2025SPQ,2025SUQ,1,1
5636,Greater Boston Region,LOW,ADN.BRDG.AAS,2025SUQ,2025SUQ,2025FAQ,1,1
5637,Hudson Valley Region,KIN,ADN.2YR.AAS,2024SPQ,2025SUQ,2025SUQ,1,1
5638,Hudson Valley Region,ALB,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
5639,Lehigh Valley Region,SCR,BSN.PRE.BSN,2022SUQ,2025SPQ,2025SUQ,1,1
5640,Greater Boston Region,BOS,ADN.BRDG.AAS,2021WIQ,2023WIQ,2024SPQ,1,1
5641,Greater Boston Region,WOR,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,1
5642,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2024SPQ,2024SUQ,1,1
5643,Lehigh Valley Region,ALL,ADN.2YR.AS,2023SUQ,2025SPQ,2025FAQ,1,1
5644,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,0
5644,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SUQ,2,1
5645,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025SUQ,2025FAQ,1,0
5645,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025SUQ,2025WIQ,2,1
5646,Hudson Valley Region,SCH,ADN.BRDG.AS,2022WIQ,2024SPQ,2024FAQ,1,1
5647,Hudson Valley Region,ALB,ADN.BRDG.AS,2024SUQ,2025FAQ,2025WIQ,1,0
5648,Hudson Valley Region,KIN,ADN.2YR.AAS,2024SPQ,2024SUQ,2024FAQ,1,1
5649,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023WIQ,2025FAQ,2025WIQ,1,1
5650,Hudson Valley Region,KIN,BSN.PRE.BSN,2024FAQ,2025SUQ,2025FAQ,1,0
5650,Hudson Valley Region,KIN,BSN.PRE.BSN,2024FAQ,2025SUQ,2025WIQ,2,1
5651,Greater Boston Region,WOR,ADN.BRDG.AAS,2023SPQ,2025SUQ,2025SUQ,1,0
5651,Greater Boston Region,WOR,ADN.BRDG.AAS,2023SPQ,2025SUQ,2025FAQ,2,0
5652,Hudson Valley Region,SCH,ADN.2YR.AS,2022FAQ,2024WIQ,2025SPQ,2,0
5652,Hudson Valley Region,SCH,ADN.2YR.AS,2022FAQ,2024WIQ,2025SUQ,3,1
5653,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024WIQ,2025SPQ,1,1
5654,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023SPQ,2024WIQ,2025SPQ,1,1
